t 1.25256 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=462us, RA=00:00:00:00:00:04) ns3::WifiMacTrailer ()
r 51.0005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 51.0005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 51.2503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 51.2503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 51.2505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 51.2505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 51.5003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 51.5003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 51.5005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 51.5005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 51.5022 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 51.5024 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 51.7503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 51.7503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 51.7505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 51.7505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 51.7523 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 51.7525 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 52.0003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 52.0003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 52.0005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 52.0005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 52.2503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 52.2503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 52.2505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 52.2505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 52.5003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 52.5003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 52.5005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 52.5005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 52.7503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 52.7503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 52.7505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 52.7505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 52.7521 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 52.7523 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 53.0003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 53.0003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 53.0005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 53.0005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 53.2503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 53.2503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 53.2505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 53.2505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 53.2519 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 53.2521 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 53.5003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 53.5003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 53.5005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 53.5005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 53.502 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 53.5022 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 53.7503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 53.7503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 53.7505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 53.7505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 54.0003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 54.0003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 54.0005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 54.0005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 54.0016 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 54.0018 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 54.2503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 54.2503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 54.2505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 54.2505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 54.5003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 54.5003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 54.5005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 54.5005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 54.7503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 54.7503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 54.7505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 54.7505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 55.0003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 55.0003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 55.0005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 55.0005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 55.2503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 55.2503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 55.2505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 55.2505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 55.2517 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 55.2519 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 55.5003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 55.5003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 55.5005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 55.5022 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 55.5024 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 55.7503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 55.7503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 55.7505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 55.7505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 56.0003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 56.0003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 56.0005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 56.0005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 56.002 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 56.0022 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 56.2503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 56.2503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 56.2505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 56.2505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 56.5003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 56.5003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 56.5005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 56.5005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 56.5023 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 56.5025 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 56.7503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 56.7503 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 56.7505 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 56.7505 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 57.0003 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 57.0003 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 57.0005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 57.0005 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 57.2503 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
